CageCode,Description,VendorCode,PreludeKey,ExportDate
0T7L8,angie.kiedaisch@vanairsystems.,,001!0T7L8,2024-07-09 16:15:44.000
0T7U3,response@rockwellcollins.com,5.0,001!0T7U3,2024-07-09 16:15:44.000
0T7U7,DIST'S QUOTE DIRECT 01/22,5.0,001!0T7U7,2024-07-09 16:15:44.000
0T8B5,SEE MARIA,2265.0,001!0T8B5,2024-07-09 16:15:44.000
0T8K7,Amanda.DeCarlo@peigenesis.com,5.0,001!0T8K7,2024-07-09 16:15:44.000
0T8L4,mpeterson@AshburyIntlGroup.com,5.0,001!0T8L4,2024-07-09 16:15:44.000
0T8P0,mike.rypkema@northerntool.com ,,001!0T8P0,2024-07-09 16:15:44.000
0T8S3,amy.rose@claytonindustries.com,110131.0,001!0T8S3,2024-07-09 16:15:44.000
0T969,east.customerservice@airliquid,,001!0T969,2024-07-09 16:15:44.000
0TAA3,SALES@2SANINC.COM,,001!0TAA3,2024-07-09 16:15:44.000
0TAN3,contact@princerp.com,102113.0,001!0TAN3,2024-07-09 16:15:44.000
0TAS3,SALES@LEEAEROSPACE-CA.COM,,001!0TAS3,2024-07-09 16:15:44.000
0TAW2,,,001!0TAW2,2024-07-09 16:15:44.000
0TC84,CASTLE (F)810-885-5370,,001!0TC84,2024-07-09 16:15:44.000
0TCD2,,,001!0TCD2,2024-07-09 16:15:44.000
0TCV9,E.A. PATTEN (F) 860-649-6230,,001!0TCV9,2024-07-09 16:15:44.000
0TDN3,,,001!0TDN3,2024-07-09 16:15:44.000
0TE27,POWER-SONIC BATTERY DISTR:   +,100910.0,001!0TE27,2024-07-09 16:15:44.000
0TEF4,STANDARD REF (F)708-345-3513,,001!0TEF4,2024-07-09 16:15:44.000
0TEM0,sgarcia@hoosier.com,,001!0TEM0,2024-07-09 16:15:44.000
0TEM1,,101660.0,001!0TEM1,2024-07-09 16:15:44.000
0TF60,Info@wamcoinc.com,100078.0,001!0TF60,2024-07-09 16:15:44.000
0TFD7,jreinhardt@will-mann.com,,001!0TFD7,2024-07-09 16:15:44.000
0TFM1,,8073.0,001!0TFM1,2024-07-09 16:15:44.000
0TG71,sales@khindustries.com,,001!0TG71,2024-07-09 16:15:44.000
0TH60,"100669, 3431 OR UFC",,001!0TH60,2024-07-09 16:15:44.000
0THJ2,joseph.wilson1@gexpro.com,107188.0,001!0THJ2,2024-07-09 16:15:44.000
0TIF7,ltran@gplains.com,,001!0TIF7,2024-07-09 16:15:44.000
0TJ14,val.jones@ge.com,,001!0TJ14,2024-07-09 16:15:44.000
0TJ49,info@ggschmitt.com,5.0,001!0TJ49,2024-07-09 16:15:44.000
0TJ52,Info@z-medica.com,100996.0,001!0TJ52,2024-07-09 16:15:44.000
0TJG7,lombardi@drs.com,,001!0TJG7,2024-07-09 16:15:44.000
0TJV1,ALSO KELLSTROM 101152,,001!0TJV1,2024-07-09 16:15:44.000
0TK07,bill.quantrille@raytheon.com,,001!0TK07,2024-07-09 16:15:44.000
0TK51,clamoureux@minisystemsinc.com,,001!0TK51,2024-07-09 16:15:44.000
0TLM7,,3197.0,001!0TLM7,2024-07-09 16:15:44.000
0TME2,VBROWN@PEERLESSELECTRONICS.COM,5.0,001!0TME2,2024-07-09 16:15:44.000
0TMJ9,james@forzaelectronics.com,5.0,001!0TMJ9,2024-07-09 16:15:44.000
0TMV2,IRTOOLSALES@IRCO.COM,,001!0TMV2,2024-07-09 16:15:44.000
0TN08,americas_sales@servomex.com,5.0,001!0TN08,2024-07-09 16:15:44.000
0TNM0,ninman@nwl.com,103779.0,001!0TNM0,2024-07-09 16:15:44.000
0TNS2,SOUTHCO  OR 6004 NATL,2771.0,001!0TNS2,2024-07-09 16:15:44.000
0TNW6,PIERCE (F) 920-832-3450,,001!0TNW6,2024-07-09 16:15:44.000
0TP31,,105877.0,001!0TP31,2024-07-09 16:15:44.000
0TP63,sales@MDSpower.com,5.0,001!0TP63,2024-07-09 16:15:44.000
0TPE6,BECKEL@INDUSTRIALHWE.COM,5.0,001!0TPE6,2024-07-09 16:15:44.000
0TPN7,SCHAEFFLER (F)803-547-7985,,001!0TPN7,2024-07-09 16:15:44.000
0TR84,HproTechSupportUSA@Harman.com,4088.0,001!0TR84,2024-07-09 16:15:44.000
0TRC3,Steve@aircoment.com,110219.0,001!0TRC3,2024-07-09 16:15:44.000
0TRC7,,109366.0,001!0TRC7,2024-07-09 16:15:44.000
0TRG1,ssibenac@psft.com,,001!0TRG1,2024-07-09 16:15:44.000
0TS30,sales@DEUER.com,,001!0TS30,2024-07-09 16:15:44.000
0TS34,ICORE DIST JO-KELL BIDS DIRECT,4141.0,001!0TS34,2024-07-09 16:15:44.000
0TSE1,CE@RPS-FLORIDA.COM,101423.0,001!0TSE1,2024-07-09 16:15:44.000
0TSH4,gov@americap-mfg.com,,001!0TSH4,2024-07-09 16:15:44.000
0TST7,NOT BIDDING,111092.0,001!0TST7,2024-07-09 16:15:44.000
0TSZ1,kevincoates@nefilter.com,,001!0TSZ1,2024-07-09 16:15:44.000
0TT47,Paula.Sollazzo@Philips.Com,5.0,001!0TT47,2024-07-09 16:15:44.000
0TT89,dzavac@tte.com,103229.0,001!0TT89,2024-07-09 16:15:44.000
0TTC3,jtomasiak@tomcoaero.com,,001!0TTC3,2024-07-09 16:15:44.000
0TTE4,WILL NOT QUOTE 10/22,,001!0TTE4,2024-07-09 16:15:44.000
0TUH3,POLTEC,111046.0,001!0TUH3,2024-07-09 16:15:44.000
0TV07,chriskampouris@lbugroup.com,5.0,001!0TV07,2024-07-09 16:15:44.000
0TVD9,syracuse.parts@triliftinc.net,,001!0TVD9,2024-07-09 16:15:44.000
0TVU3,sales@velvac.com,,001!0TVU3,2024-07-09 16:15:44.000
0TW02,sales@thermoMT.com,105444.0,001!0TW02,2024-07-09 16:15:44.000
0TW27,tmcaneney@resintech.com,102507.0,001!0TW27,2024-07-09 16:15:44.000
0TWA7,bill@specializedmetals.com,,001!0TWA7,2024-07-09 16:15:44.000
0TWN3,RoyCabral@datel.com,108903.0,001!0TWN3,2024-07-09 16:15:44.000
0TWZ3,norgon2@aol.com,1542.0,001!0TWZ3,2024-07-09 16:15:44.000
0TWZ5,lyn@jandjequipment.com,5.0,001!0TWZ5,2024-07-09 16:15:44.000
0TX68,wireclothfilter@msn.com,,001!0TX68,2024-07-09 16:15:44.000
0TX97,MUST USE PIONEER - DO NOT SEND,1309.0,001!0TX97,2024-07-09 16:15:44.000
0TXD1,ballmond@cltooldist.com,,001!0TXD1,2024-07-09 16:15:44.000
0TY29,uitprod@comcast.net,112376.0,001!0TY29,2024-07-09 16:15:44.000
0TYM1,,100905.0,001!0TYM1,2024-07-09 16:15:44.000
0TZ29,usa@dbsantasalo.com,5.0,001!0TZ29,2024-07-09 16:15:44.000
0TZ30,info@dpsgusa.com,,001!0TZ30,2024-07-09 16:15:44.000
0TZ65,eking@kingprecisionglass.com,,001!0TZ65,2024-07-09 16:15:44.000
0TZF8,ledwards@lumiteco.com ,5.0,001!0TZF8,2024-07-09 16:15:44.000
0TZH8,jpost@conwaybeam.com,111292.0,001!0TZH8,2024-07-09 16:15:44.000
0TZL4,PARKER AERO - DIRECT ONLY,,001!0TZL4,2024-07-09 16:15:44.000
0TZM0,AHAGEMAN@COXREELS.COM,5.0,001!0TZM0,2024-07-09 16:15:44.000
0TZN7,NICEWONGER CO DISTRIBUTOR,5.0,001!0TZN7,2024-07-09 16:15:44.000
0TZS1,sales@koehlerinstrument.com,,001!0TZS1,2024-07-09 16:15:44.000
0U1N0,sales@travers.com,5.0,001!0U1N0,2024-07-09 16:15:44.000
0U1T0,barb@atlasstamping.com,,001!0U1T0,2024-07-09 16:15:44.000
0U276,dvc@dryvaporcleaner.com,109072.0,001!0U276,2024-07-09 16:15:44.000
0U2A9,rwetzel@its-supply.com,5.0,001!0U2A9,2024-07-09 16:15:44.000
0U3B5,mhasness@avexelectronics.com,,001!0U3B5,2024-07-09 16:15:44.000
0U3H5,compositematerials.americas@so,,001!0U3H5,2024-07-09 16:15:44.000
0U3S8,sales@aydindisplays.com,5.0,001!0U3S8,2024-07-09 16:15:44.000
0U418,doug@douglasindustrial.com,5.0,001!0U418,2024-07-09 16:15:44.000
0U4P3,,102656.0,001!0U4P3,2024-07-09 16:15:44.000
0U583,Info@craftmasterhardware.com,111999.0,001!0U583,2024-07-09 16:15:44.000
0U5N7,MARK@SEARLESCLEANINGSYSTEMS.CO,,001!0U5N7,2024-07-09 16:15:44.000
0U5W0,MANUFACTURER,,001!0U5W0,2024-07-09 16:15:44.000
0U675,jordan@gaiausa.com,109912.0,001!0U675,2024-07-09 16:15:44.000
0U6X9,AUDIO - parts@atus.com,5.0,001!0U6X9,2024-07-09 16:15:44.000
0U7U2,bmcbride@claytonintl.com,810.0,001!0U7U2,2024-07-09 16:15:44.000
0U8A3,BIDS DIRECT ON DLA 4/2020,,001!0U8A3,2024-07-09 16:15:44.000
0U8D5,ddenny@sincosala.com,6080.0,001!0U8D5,2024-07-09 16:15:44.000
0U8J3,MAG AERO DIST - 05/18,111405.0,001!0U8J3,2024-07-09 16:15:44.000
0U8W5,VOGT DIST - 04/18,5974.0,001!0U8W5,2024-07-09 16:15:44.000
0U8W8,mabel@purepowerpr.com,,001!0U8W8,2024-07-09 16:15:44.000
0U8Z9,gfemfg@aol.com,5.0,001!0U8Z9,2024-07-09 16:15:44.000
0U928,EMILY.HOLGASH@APITECH.COM,103250.0,001!0U928,2024-07-09 16:15:44.000
0U9J4,Vicki.Fuller@ppg.com,104905.0,001!0U9J4,2024-07-09 16:15:44.000
0U9U1,Rubain@novaelectric.com,106310.0,001!0U9U1,2024-07-09 16:15:44.000
0U9Z1,,102830.0,001!0U9Z1,2024-07-09 16:15:44.000
0UA20,SALES@ZIPCOINC.COM,,001!0UA20,2024-07-09 16:15:44.000
0UAR2,cynthia.mcnamee@ldredmer.com,,001!0UAR2,2024-07-09 16:15:44.000
0UB09,KELLEY.CROOKS@SAINT-GOBAIN.COM,,001!0UB09,2024-07-09 16:15:44.000
0UBE7,support@nautel.com,,001!0UBE7,2024-07-09 16:15:44.000
0UBG9,HUBBELL OR V#1042,2.0,001!0UBG9,2024-07-09 16:15:44.000
0UBK6,,,001!0UBK6,2024-07-09 16:15:44.000
0UBY8,customerservice@lightcorp.com,107137.0,001!0UBY8,2024-07-09 16:15:44.000
0UC18,Info-WoodwardMPC@Woodward.com,5.0,001!0UC18,2024-07-09 16:15:44.000
0UCP5,zachery.taylor@diehlaerospace.,105236.0,001!0UCP5,2024-07-09 16:15:44.000
0UCY9,FGRAUCH@GRAUCH.COM,102872.0,001!0UCY9,2024-07-09 16:15:44.000
0UD26,selling direct to dla only,,001!0UD26,2024-07-09 16:15:44.000
0UDR2,sales@daytongranger.com,,001!0UDR2,2024-07-09 16:15:44.000
0UDU7,DO NOT SEND 02/19,5.0,001!0UDU7,2024-07-09 16:15:44.000
0UDW1,j-stull@knottbrake.com,2959.0,001!0UDW1,2024-07-09 16:15:44.000
0UE11,SOUTHERN CONN TOOL,,001!0UE11,2024-07-09 16:15:44.000
0UEC7,HFBROWN2@AOL.COM,,001!0UEC7,2024-07-09 16:15:44.000
0UES3,CONSUMABLES *305-925-2661,,001!0UES3,2024-07-09 16:15:44.000
0UET5,rob.mcgilvrey@varidesk.com,5.0,001!0UET5,2024-07-09 16:15:44.000
0UF67,INFO@BADBOYMOWERS.COM,5.0,001!0UF67,2024-07-09 16:15:44.000
0UF75,sales@murrayequipment.com,103989.0,001!0UF75,2024-07-09 16:15:44.000
0UFA1,SALES@BAUERLADDER.COM,5.0,001!0UFA1,2024-07-09 16:15:44.000
0UFU9,lynnk@bolsan.com,5.0,001!0UFU9,2024-07-09 16:15:44.000
0UH71,robinbyrd@ames9172.net,103193.0,001!0UH71,2024-07-09 16:15:44.000
0UHB7,sales@ozoptics.com,105778.0,001!0UHB7,2024-07-09 16:15:44.000
0UHH0,sales@pccompsoites.com,5.0,001!0UHH0,2024-07-09 16:15:44.000
0UHL8,customersupport@lucasoil.com,,001!0UHL8,2024-07-09 16:15:44.000
0UJ27,diann@milehighshooting.com,,001!0UJ27,2024-07-09 16:15:44.000
0UJ55,ARUDIY@NEWCON-OPTIK.COM,103058.0,001!0UJ55,2024-07-09 16:15:44.000
0UJB5,mail@vermontphotonics.com ,5.0,001!0UJB5,2024-07-09 16:15:44.000
0UJD5,TRIMM TECH (F) 818-993-9173,5.0,001!0UJD5,2024-07-09 16:15:44.000
0UKX4,north-america@socomore.com,,001!0UKX4,2024-07-09 16:15:44.000
0UL01,,108777.0,001!0UL01,2024-07-09 16:15:44.000
0ULB5,tim.d.root@cummins.com,,001!0ULB5,2024-07-09 16:15:44.000
0ULY1,KNIGRO@AEROCONSULTANTS.NET,,001!0ULY1,2024-07-09 16:15:44.000
0UMH8,,106958.0,001!0UMH8,2024-07-09 16:15:44.000
0UMT8,anne@ezpnp-usa.com,112202.0,001!0UMT8,2024-07-09 16:15:44.000
0UND5,LAGUNA INDUSTRIES,5.0,001!0UND5,2024-07-09 16:15:44.000
0UNX6,,105250.0,001!0UNX6,2024-07-09 16:15:44.000
0UNY8,WILL NOT QUOTE - 8/19,109141.0,001!0UNY8,2024-07-09 16:15:44.000
0UPS6,info@telair.com,1243.0,001!0UPS6,2024-07-09 16:15:44.000
0URA5,specializedmachine@hotmail.com,5.0,001!0URA5,2024-07-09 16:15:44.000
0URD7,HYNES & WALLER F)301-249-9425,5.0,001!0URD7,2024-07-09 16:15:44.000
0URS3,,103078.0,001!0URS3,2024-07-09 16:15:44.000
0URT0,DIST - PAR DEFENSE - DONT USE,109810.0,001!0URT0,2024-07-09 16:15:44.000
0USK5,jbmsales@aol.com,,001!0USK5,2024-07-09 16:15:44.000
0UTV4,PHILLIPS,,001!0UTV4,2024-07-09 16:15:44.000
0UU57,info@upt-usa.com,8252.0,001!0UU57,2024-07-09 16:15:44.000
0UU59,slempke@STSAero.com,5.0,001!0UU59,2024-07-09 16:15:44.000
0UVC7,ROLATAPE (F) 509-922-3117,5.0,001!0UVC7,2024-07-09 16:15:44.000
0UVG2,info@italwatt.it,5.0,001!0UVG2,2024-07-09 16:15:44.000
0UWS0,jeremiah_brewer@beaerospace.co,5.0,001!0UWS0,2024-07-09 16:15:44.000
0UXE8,,919.0,001!0UXE8,2024-07-09 16:15:44.000
0UY57,info@pqcontrols.com,5.0,001!0UY57,2024-07-09 16:15:44.000
0UY67,INFO@THEANGELUSCORP.COM,,001!0UY67,2024-07-09 16:15:44.000
0UYB4,support@automatictrap.com,5.0,001!0UYB4,2024-07-09 16:15:44.000
0UYK1,BEllsworth@siewertequipment.co,2793.0,001!0UYK1,2024-07-09 16:15:44.000
0UZ57,customerservice@amtecgrips.coM,,001!0UZ57,2024-07-09 16:15:44.000
0UZL9,sales@squaredealinc.com ,,001!0UZL9,2024-07-09 16:15:44.000
0V0G3,sales@wiltrading.com.au,5.0,001!0V0G3,2024-07-09 16:15:44.000
0V167,PAXMAN,,001!0V167,2024-07-09 16:15:44.000
0V175,Gurus@driv.com,,001!0V175,2024-07-09 16:15:44.000
0V180,,107778.0,001!0V180,2024-07-09 16:15:44.000
0V1G9,NEPARTS@IRCO.COM,112423.0,001!0V1G9,2024-07-09 16:15:44.000
0V1J2,CORNELL ALLIED ELEC TOO       ,5.0,001!0V1J2,2024-07-09 16:15:44.000
0V203,bob@londonfoggers.com,102268.0,001!0V203,2024-07-09 16:15:44.000
0V235,sales@ycahouston.com ,110010.0,001!0V235,2024-07-09 16:15:44.000
0V293,*F 800-327-5492 ,,001!0V293,2024-07-09 16:15:44.000
0V369,ncs@oatey.com,5.0,001!0V369,2024-07-09 16:15:44.000
0V3D5,pbohon@dirak.com,,001!0V3D5,2024-07-09 16:15:44.000
0V3X2,SATCON (F)508-485-5168,,001!0V3X2,2024-07-09 16:15:44.000
0V4D5,,3197.0,001!0V4D5,2024-07-09 16:15:44.000
0V4E7,sales@wellsmfgcorp.com,104108.0,001!0V4E7,2024-07-09 16:15:44.000
0V4Z1,info@nascohealthcare.com,5.0,001!0V4Z1,2024-07-09 16:15:44.000
0V5A4,,106631.0,001!0V5A4,2024-07-09 16:15:44.000
0V5R4,sales@delvalcontrols.com,100902.0,001!0V5R4,2024-07-09 16:15:44.000
0V618,jason@polytechinc.com,5.0,001!0V618,2024-07-09 16:15:44.000
0V743,TADRIAN ,,001!0V743,2024-07-09 16:15:44.000
0V7A3,aftermarket@mahle.com,109388.0,001!0V7A3,2024-07-09 16:15:44.000
0V7G8,bdesher@airlinehyd.com,107932.0,001!0V7G8,2024-07-09 16:15:44.000
0V7J1,customerservice@burtprocess.co,5.0,001!0V7J1,2024-07-09 16:15:44.000
0V7X2,mwhisler@mktpileman.com,,001!0V7X2,2024-07-09 16:15:44.000
0V7X3,PERMANENTLY CLOSED,,001!0V7X3,2024-07-09 16:15:44.000
0V7Y9,CHRISO@MAZIUK.COM,109.0,001!0V7Y9,2024-07-09 16:15:44.000
0V8C5,Sales@MBElect.com (DIST 7/20),,001!0V8C5,2024-07-09 16:15:44.000
0V8G1,info-us@verder-scientific.com ,,001!0V8G1,2024-07-09 16:15:44.000
0V8N2,sales@twpinc.com,,001!0V8N2,2024-07-09 16:15:44.000
0VA37,jmcgrail@bristolbabcock.com,109215.0,001!0VA37,2024-07-09 16:15:44.000
0VA65,armedica@armedicamfg.com,,001!0VA65,2024-07-09 16:15:44.000
0VB34,DKANEN@BATTERYSPECIALTIES.COM,,001!0VB34,2024-07-09 16:15:44.000
0VC51,centroid@compuserve.com,,001!0VC51,2024-07-09 16:15:44.000
0VCX5,DISTRIBUTOR FOR MAGNALOY,5.0,001!0VCX5,2024-07-09 16:15:44.000
0VDA9,info@kahncos.com,6088.0,001!0VDA9,2024-07-09 16:15:44.000
0VDSA9,,,001!0VDSA9,2024-07-09 16:15:44.000
0VE16,marcovip@marcorubber.com,5.0,001!0VE16,2024-07-09 16:15:44.000
0VE20,EMAIL: schmitz@emiconcorp.com,,001!0VE20,2024-07-09 16:15:44.000
0VEK5,,,001!0VEK5,2024-07-09 16:15:44.000
0VF14,mbos@nationalbearings.com,,001!0VF14,2024-07-09 16:15:44.000
0VF45,sales@marlborohinge.com,104118.0,001!0VF45,2024-07-09 16:15:44.000
0VF49,adam.wilmot-stroud@everlast.co,,001!0VF49,2024-07-09 16:15:44.000
0VF74,nancy@llfurnace.com,,001!0VF74,2024-07-09 16:15:44.000
0VG49,sales@normanlamps.com,,001!0VG49,2024-07-09 16:15:44.000
0VGU1,Misty@actionahi.com,108187.0,001!0VGU1,2024-07-09 16:15:44.000
0VGY2,BRAKE DRUM (F)412-782-4773,5.0,001!0VGY2,2024-07-09 16:15:44.000
0VH88,sales@bloodbankdepot.com,113491.0,001!0VH88,2024-07-09 16:15:44.000
0VJ05,,5974.0,001!0VJ05,2024-07-09 16:15:44.000
0VJ14,sales@auroracord.com,110991.0,001!0VJ14,2024-07-09 16:15:44.000
0VJU1,cbowie@yalecordage.com,5.0,001!0VJU1,2024-07-09 16:15:44.000
0VK23,jrizzo@marcomanuf.com,102405.0,001!0VK23,2024-07-09 16:15:44.000
0VKK9,lguida@wfp-inc.com,,001!0VKK9,2024-07-09 16:15:44.000
0VKZ8,,104608.0,001!0VKZ8,2024-07-09 16:15:44.000
0VL44,rsander@pac85.com,5.0,001!0VL44,2024-07-09 16:15:44.000
0VL49,j.pugh@distributionintl.com,,001!0VL49,2024-07-09 16:15:44.000
0VM25,bquinn@hardwarespecialty.com,,001!0VM25,2024-07-09 16:15:44.000
0VN56,robyn.mccolligan@nic4.com,,001!0VN56,2024-07-09 16:15:44.000
0VNM9,sales@bergencable.com,,001!0VNM9,2024-07-09 16:15:44.000
0VP19,info@skidril.com,109991.0,001!0VP19,2024-07-09 16:15:44.000
0VP52,SOLD TO THOMAS & BETTS,,001!0VP52,2024-07-09 16:15:44.000
0VPD4,,7076.0,001!0VPD4,2024-07-09 16:15:44.000
0VPP9,FM BRICK (F)215-443-9916,,001!0VPP9,2024-07-09 16:15:44.000
0VPR2,info@lasersafety.com,5.0,001!0VPR2,2024-07-09 16:15:44.000
0VR58,sales@tencousa.com,5.0,001!0VR58,2024-07-09 16:15:44.000
0VRU1,Drinkingwater@filtrine.com,112286.0,001!0VRU1,2024-07-09 16:15:44.000
0VSH3,TANGENT (F) 847-954-4293,5.0,001!0VSH3,2024-07-09 16:15:44.000
0VSS0,sales@ballasttech.com,5.0,001!0VSS0,2024-07-09 16:15:44.000
0VSV7,,,001!0VSV7,2024-07-09 16:15:44.000
0VT94,COLLMER SEMI.(F)972-380-2126,,001!0VT94,2024-07-09 16:15:44.000
0VTP4,DEWEY DIST. - QUOTING DIRECT,5.0,001!0VTP4,2024-07-09 16:15:44.000
0VTV7,WINSLOW AUTO INC(F)8602241733,,001!0VTV7,2024-07-09 16:15:44.000
0VU83,gbrueshaber@boyertrucks.com,3416.0,001!0VU83,2024-07-09 16:15:44.000
0VUE0,MMoren@miinet.com,,001!0VUE0,2024-07-09 16:15:44.000
0VUL5,DSmithfield@smithfieldmfg.com,,001!0VUL5,2024-07-09 16:15:44.000
0VUM3,b.jenkins@ferno.com,,001!0VUM3,2024-07-09 16:15:44.000
0VV88,sales@coyote-intl.com,109062.0,001!0VV88,2024-07-09 16:15:44.000
0VV93,LSorders@beckman.com,,001!0VV93,2024-07-09 16:15:44.000
0VVM4,reyon@tecnec.com,,001!0VVM4,2024-07-09 16:15:44.000
0VVN0,mikef@argospring.com,,001!0VVN0,2024-07-09 16:15:44.000
0VVY7,NO CAGE IN ERROR,,001!0VVY7,2024-07-09 16:15:44.000
0VW10,p.gothro@comcast.net,,001!0VW10,2024-07-09 16:15:44.000
0VW59,sriegel@riegelgroup.com,100113.0,001!0VW59,2024-07-09 16:15:44.000
0VWE2,info@swatools.com,5.0,001!0VWE2,2024-07-09 16:15:44.000
0VWL8,johnzar@nrtco.net,,001!0VWL8,2024-07-09 16:15:44.000
0VWN7,mike@jbkmfg.com,5.0,001!0VWN7,2024-07-09 16:15:44.000
0VXK5,,,001!0VXK5,2024-07-09 16:15:44.000
0VXU2,,3197.0,001!0VXU2,2024-07-09 16:15:44.000
0VXY8,sales@jfwindustries.com,,001!0VXY8,2024-07-09 16:15:44.000
0VY80,Sales@ettinger.de,108318.0,001!0VY80,2024-07-09 16:15:44.000
0VYJ5,asudderth@bigwsales.com,1336.0,001!0VYJ5,2024-07-09 16:15:44.000
0VYK9,RGROCE@SHIPEQUIP.COM,,001!0VYK9,2024-07-09 16:15:44.000
0VYL9,BIDDING DIRECT 03/19,,001!0VYL9,2024-07-09 16:15:44.000
0VYY5,quotes.led@thermofisher.com,5.0,001!0VYY5,2024-07-09 16:15:44.000
0VYY9,customerservice@keelerproducts,,001!0VYY9,2024-07-09 16:15:44.000
0VZ08,tim.d.root@cummins.com,5.0,001!0VZ08,2024-07-09 16:15:44.000
0VZR9,REQUIRE MODEL & SERIAL #,,001!0VZR9,2024-07-09 16:15:44.000
0W003,ausa.us@ausa.com,,001!0W003,2024-07-09 16:15:44.000
0W0L8,components.support@maurymw.com,109605.0,001!0W0L8,2024-07-09 16:15:44.000
0W0U5,info@ncpcoatings.com,,001!0W0U5,2024-07-09 16:15:44.000
0W0V1,WILL NOT QUOTE US ANY MORE,,001!0W0V1,2024-07-09 16:15:44.000
0W151,sales@noritsu.com,5.0,001!0W151,2024-07-09 16:15:44.000
0W1X6,info@quietaire.com,,001!0W1X6,2024-07-09 16:15:44.000
0W1Z2,ncumby@foucaultintl.com,1042.0,001!0W1Z2,2024-07-09 16:15:44.000
0W200,kerrsmarine@aol.com,,001!0W200,2024-07-09 16:15:44.000
0W2A5,support@faro.com,5.0,001!0W2A5,2024-07-09 16:15:44.000
0W2W9,fleetproductsinfo@ryder.com ,,001!0W2W9,2024-07-09 16:15:44.000
0W2Z9,WILL NOT QUOTE US. PER ELAINE,100078.0,001!0W2Z9,2024-07-09 16:15:44.000
0W357,Antonio.Abrantes@apitech.com,8549.0,001!0W357,2024-07-09 16:15:44.000
0W3E9,,2652.0,001!0W3E9,2024-07-09 16:15:44.000
0W3X6,kim@gurmancontainer.com,,001!0W3X6,2024-07-09 16:15:44.000
0W3Y7,DO NOT SEND ,5.0,001!0W3Y7,2024-07-09 16:15:44.000
0W482,p.morgan@glsupport.de,,001!0W482,2024-07-09 16:15:44.000
0W4A6,,,001!0W4A6,2024-07-09 16:15:44.000
0W4H7,Mehmet.Ozen@alliedelec.com,101070.0,001!0W4H7,2024-07-09 16:15:44.000
0W4P2,,3197.0,001!0W4P2,2024-07-09 16:15:44.000
0W4U2,BIDS DIRECT,107116.0,001!0W4U2,2024-07-09 16:15:44.000
0W5E3,info@wedgeit.com,5.0,001!0W5E3,2024-07-09 16:15:44.000
0W5H0,SALES@ALLEGHENYCOUPLING.COM,,001!0W5H0,2024-07-09 16:15:44.000
0W7J6,,103881.0,001!0W7J6,2024-07-09 16:15:44.000
0W7S4,info@eidalinternational.com,,001!0W7S4,2024-07-09 16:15:44.000
0W7W3,RAY GOULD (F)562-903-2650,3758.0,001!0W7W3,2024-07-09 16:15:44.000
0W8S6,Donna.Stutzman@roxtec.com,,001!0W8S6,2024-07-09 16:15:44.000
0W981,john.hartz@xyleminc.com,,001!0W981,2024-07-09 16:15:44.000
0W9V1,,111879.0,001!0W9V1,2024-07-09 16:15:44.000
0W9Y8,cklaus@clampco.com,,001!0W9Y8,2024-07-09 16:15:44.000
0WA58,anthony.scavo@comcast.net,1270.0,001!0WA58,2024-07-09 16:15:44.000
0WAG0,DEBBIE@CARRIG-ASSOCIATES.COM,,001!0WAG0,2024-07-09 16:15:44.000
0WAL4,thomas.ceska@cnhind.com,,001!0WAL4,2024-07-09 16:15:44.000
0WAM0,dcabral@johnsonscale.com,,001!0WAM0,2024-07-09 16:15:44.000
0WB64,WOODSTREAM (F)716-626-5350,,001!0WB64,2024-07-09 16:15:44.000
0WB84,sales@shopaid.com,,001!0WB84,2024-07-09 16:15:44.000
0WBA0,,100078.0,001!0WBA0,2024-07-09 16:15:44.000
0WBG2,customer-service-international,5.0,001!0WBG2,2024-07-09 16:15:44.000
0WBJ7,will no longer bid,,001!0WBJ7,2024-07-09 16:15:44.000
0WD50,,101568.0,001!0WD50,2024-07-09 16:15:44.000
0WDP7,NO QUOTE,,001!0WDP7,2024-07-09 16:15:44.000
0we82,,,001!0we82,2024-07-09 16:15:44.000
0WEC9,sales@auroracord.com,,001!0WEC9,2024-07-09 16:15:44.000
0WEHO, info@mts.com,102431.0,001!0WEHO,2024-07-09 16:15:44.000
0WFC7,ESELTZER@ADHESIVEPACKACKING.CO,5.0,001!0WFC7,2024-07-09 16:15:44.000
0WFM3,POST@KAPP.CO.JP,100078.0,001!0WFM3,2024-07-09 16:15:44.000
0WFT9,customerservice@uscargocontrol,,001!0WFT9,2024-07-09 16:15:44.000
0WGN0,info@opgal.com ,5.0,001!0WGN0,2024-07-09 16:15:44.000
0WHG2,gm,107764.0,001!0WHG2,2024-07-09 16:15:44.000
0WJ05,"NO BIDS, 7/15",3775.0,001!0WJ05,2024-07-09 16:15:44.000
0WJE1,Sparessolicitations@boeing.com,107097.0,001!0WJE1,2024-07-09 16:15:44.000
0WJW1,,,001!0WJW1,2024-07-09 16:15:44.000
0WK51,info@kpindustries.com,,001!0WK51,2024-07-09 16:15:44.000
0WKA6,info@qnp.com,,001!0WKA6,2024-07-09 16:15:44.000
0WKM4,b.yount@rvtpe.net,110185.0,001!0WKM4,2024-07-09 16:15:44.000
0WL43,HONEYWELL (F) 480-592-1535,1251.0,001!0WL43,2024-07-09 16:15:44.000
0WL95,sales@fastenersuperstore.com,,001!0WL95,2024-07-09 16:15:44.000
